Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",5,Ballantine Books,Hardcover,342,2016,2016,2022/11/17,2022/09/16,,,read,,,,1,0
1173576,What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,Joe Navarro,"Navarro, Joe",Marvin Karlins,"=""0061438294""","=""9780061438295""",5,Collins,Paperback,250,2008,2008,2014/09/01,2014/08/11,,,read,,,,1,0
49661162,"Randomize (Forward Collection, #6)",Andy Weir,"Weir, Andy",,"=""1542044251""","=""9781542044257""",5,Amazon Original Stories,Kindle Edition,28,2019,2019,2022/10/09,2022/10/08,,,read,,,,1,0
60852462,The Great Reset: And the War for the World,Alex Jones,"Jones, Alex",,"=""""","=""""",5,Skyhorse,Kindle Edition,261,2022,,2022/10/06,2022/09/16,,,read,,,,1,0
53500087,The Power of Discipline: How to Use Self Control and Mental Toughness to Achieve Your Goals,Daniel Walter,"Walter, Daniel",,"=""""","=""""",4,Pristine Publishing,Kindle Edition,134,2020,,2022/09/21,2022/09/12,,,read,,,,1,0
5263037,The Hindus: An Alternative History,Wendy Doniger,"Doniger, Wendy",,"=""1594202052""","=""9781594202056""",0,Penguin Books,Hardcover,800,2009,2009,,2022/09/16,to-read,to-read (#82),to-read,,,,0,0
12391521,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,"Ronson, Jon",,"=""1594485755""","=""9781594485756""",0,Riverhead Books,Paperback,275,2012,2011,,2022/09/16,to-read,to-read (#81),to-read,,,,0,0
58677491,The Memory Librarian: And Other Stories of Dirty Computer,Janelle Monáe,"Monáe, Janelle","Yohanca Delgado, Eve L. Ewing, Alaya Dawn Johnson, Danny Lore, Sheree Renée Thomas","=""0063070871""","=""9780063070875""",0,Harper Voyager,Hardcover,321,2022,2022,,2022/09/16,to-read,to-read (#80),to-read,,,,0,0
58854354,The Law of Attraction Simplified: The Practical Secret to Manifesting a Better Life,Tim Grimes,"Grimes, Tim",,"=""""","=""""",4,,Kindle Edition,135,2021,,2022/09/12,2022/09/11,,,read,,,,1,0
8545154,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""""","=""""",4,Vintage,ebook,382,2010,1991,2022/09/09,2022/08/22,,,read,,,,1,0
2007791,The Secret Pulse of Time: Making Sense of Life's Scarcest Commodity,Stefan Klein,"Klein, Stefan",Shelley Frisch,"=""160094017X""","=""9781600940170""",0,Da Capo Lifelong Books,Hardcover,368,2007,2006,,2022/09/03,to-read,to-read (#79),to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,Riverhead Books,Hardcover,339,2019,2019,,2022/09/03,to-read,to-read (#78),to-read,,,,0,0
14096,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Jon Kabat-Zinn,"Kabat-Zinn, Jon",,"=""1401307787""","=""9781401307783""",0,Balance,Paperback,304,2005,1994,,2022/09/03,to-read,to-read (#77),to-read,,,,0,0
38728977,"The Molecule of More: How a Single Chemical in Your Brain Drives Love, Sex, and Creativity—and Will Determine the Fate of the Human Race",Daniel Z. Lieberman,"Lieberman, Daniel Z.",Michael E. Long,"=""1946885118""","=""9781946885111""",0,BenBella Books,Hardcover,240,2018,2018,,2022/09/03,to-read,to-read (#76),to-read,,,,0,0
31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,"=""1591848148""","=""9781591848141""",0,Portfolio,Hardcover,328,2017,2017,,2022/09/03,to-read,to-read (#75),to-read,,,,0,0
51277289,"Chakras for Beginners: A Guide to Understanding 7 Chakras of the Body: Nourish, Heal, And Fuel The Chakras For Higher Consciousness And Awakening!",Rohit Sahu,"Sahu, Rohit",,"=""""","=""""",0,Rohit Sahu,Kindle Edition,68,2020,2020,,2022/08/22,currently-reading,currently-reading (#6),currently-reading,,,,1,0
61163680,Kundalini Awakening: Chakras Activation To Expand Mind Power (Open Your Third Eye With Chakra Meditation And Breathing Techniques),Donald Harpers,"Harpers, Donald",,"=""""","=""""",0,,Kindle Edition,,2022,,,2022/07/20,currently-reading,currently-reading (#5),currently-reading,,,,1,0
19437999,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,"Singer, Michael A.",,"=""1608820491""","=""9781608820498""",5,New Harbinger Publications,Kindle Edition,314,2007,2007,2022/07/20,2022/06/28,,,read,,,,1,0
58563697,"The Gap and The Gain: The High Achievers' Guide to Happiness, Confidence, and Success",Dan  Sullivan,"Sullivan, Dan",Benjamin P. Hardy,"=""1401964370""","=""9781401964375""",4,Hay House Business,Kindle Edition,244,2021,,,2022/07/02,,,read,,,,1,0
13,"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",5,Del Rey Books,Paperback,815,2002,1996,,2022/06/29,,,read,,,,1,0
13587213,"Making Habits, Breaking Habits: Why We Do Things, Why We Don't, and How to Make Any Change Stick",Jeremy  Dean,"Dean, Jeremy",,"=""0738215988""","=""9780738215983""",4,Da Capo Lifelong Books,Hardcover,272,2013,2012,,2022/06/26,to-read,to-read (#74),to-read,,,,1,0
96358,Batman: The Killing Joke,Alan             Moore,"Moore, Alan","Brian Bolland, Tim Sale","=""0930289455""","=""9780930289454""",5,DC Comics,Paperback,50,1995,1988,2019/12/05,2019/11/05,,,read,,,,1,0
42933122,"The Girl Who Lived Twice (Millennium, #6)",David Lagercrantz,"Lagercrantz, David",,"=""""","=""""",2,Knopf,ebook,368,2019,2019,,2021/12/24,,,read,,,,1,0
12187787,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""1101549823""","=""9781101549827""",3,Penguin Books,Kindle Edition,498,2011,2011,,2021/12/24,,,read,,,,1,0
25229763,Psycho-Cybernetics: Updated and Expanded (The Psycho-Cybernetics Series),Maxwell Maltz,"Maltz, Maxwell",,"=""0698407369""","=""9780698407367""",4,Tarcher,Kindle Edition,310,2015,1960,2022/04/03,2022/05/21,,,read,,,,1,0
52696926,Hunting Whitey: The Inside Story of the Capture & Killing of America's Most Wanted Crime Boss,Casey Sherman,"Sherman, Casey",Dave Wedge,"=""0062972545""","=""9780062972545""",3,William Morrow,Hardcover,368,2020,2020,2020/12/27,2020/12/20,,,read,,,,1,0
58975776,Reality+: Virtual Worlds and the Problems of Philosophy,David J. Chalmers,"Chalmers, David J.",,"=""0393635813""","=""9780393635812""",3,W. W. Norton & Company,Kindle Edition,531,2022,2022,,2022/05/21,,,read,,,,1,0
29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,"=""0385534256""","=""9780385534253""",0,Doubleday,ebook,359,2017,2017,,2022/05/21,to-read,to-read (#73),to-read,,,,0,0
54498122,COVID-19: The Great Reset,Klaus Schwab,"Schwab, Klaus",Thierry Malleret,"=""2940631115""","=""9782940631117""",2,Forum Publishing,Kindle Edition,280,2020,2020,2022/03/26,2022/03/26,,,read,good if it was written in 2018 ,,,1,0
1999475,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,"Miller, Donald",,"=""0785213066""","=""9780785213062""",0,Thomas Nelson,Hardcover,255,2009,2009,,2022/03/24,to-read,to-read (#72),to-read,,,,0,0
39859664,The 100-Day Goal Journal: Accomplish What Matters to You,John Lee Dumas,"Dumas, John Lee",,"=""1454930748""","=""9781454930747""",5,Union Square Gift,Hardcover,256,2018,,,2022/03/24,,,read,,,,1,0
48762564,The Matrix Comics,Spencer Lamm,"Lamm, Spencer","Lana Wachowski, Lilly Wachowski, Geof Darrow, Neil Gaiman, Bill Sienkiewicz, Ted McKeever, Tim Sale, Greg Ruth, Dave Gibbons","=""1932700579""","=""9781932700572""",5,Burlyman Entertainment,Hardcover,400,2019,2019,,2022/03/24,,,read,,,,1,0
34873380,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",4, Random House LLC,Kindle Edition,401,2014,2014,2022/03/24,2021/12/31,,,read,,,,1,0
18899394,Models: Attract Women Through Honesty,Mark Manson,"Manson, Mark",,"=""""","=""""",5,,Kindle Edition,262,2011,2011,2022/03/24,2022/02/27,,,read,,,,1,0
50714359,The Unfair Advantage: How You Already Have What It Takes to Succeed,Ash Ali,"Ali, Ash",Hasan Kubba,"=""1788163311""","=""9781788163316""",0,Profile Books,Hardcover,256,2020,,,2022/02/10,to-read,to-read (#71),to-read,,,,0,0
34203481,don Miguel Ruiz's Little Book of Wisdom: The Essential Teachings (Toltec Wisdom Series),Miguel Ruiz Jr.,"Jr., Miguel Ruiz",,"=""""","=""""",4,Hierophant Publishing,Kindle Edition,241,2017,,2022/01/10,2021/12/24,,,read,,,,1,0
29557134,Dream Yoga: Illuminating Your Life Through Lucid Dreaming and the Tibetan Yogas of Sleep,Andrew Holecek,"Holecek, Andrew",Stephen LaBerge,"=""1622035518""","=""9781622035519""",0,St. Martin's Essentials,Kindle Edition,330,2016,2013,,2021/12/25,currently-reading,currently-reading (#4),currently-reading,,,,1,0
6584842,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,"Potts, Rolf",Timothy Ferriss,"=""0679647422""","=""9780679647423""",4,Ballantine Books,Kindle Edition,224,2002,2002,2021/12/24,2021/12/07,,,read,,,,1,0
40947505,"Direct Truth: Uncompromising, non-prescriptive Truths to the enduring questions of life",Kapil Gupta,"Gupta, Kapil",,"=""""","=""""",3,,Kindle Edition,154,2018,,2020/07/06,2020/06/28,,,read,,,,1,0
6512869,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""""","=""""",4,New World Library,Kindle Edition,258,2010,1997,2021/12/07,2020/09/18,,,read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",3,Bantam Books,Mass Market Paperback,152,1981,1922,,2020/09/18,,,read,,,,1,0
18883763,The Yoga of Breath: A Step-by-Step Guide to Pranayama,Richard Rosen,"Rosen, Richard",Rodney Yee,"=""0834825783""","=""""",0,Shambhala,Kindle Edition,322,2002,2002,,2021/10/03,currently-reading,currently-reading (#3),currently-reading,,,,1,0
38605125,Mastering the Core Teachings of the Buddha: An Unusually Hardcore Dharma Book,Daniel M. Ingram,"Ingram, Daniel M.",,"=""1911597183""","=""9781911597186""",0,Aeon Books,Kindle Edition,622,2018,2007,,2021/09/28,currently-reading,currently-reading (#2),currently-reading,,,,1,0
54294623,"ALWAYS BE QUALIFYING: MEDDIC, MEDDPICC",Darius Lahoutifard,"Lahoutifard, Darius",,"=""""","=""""",3,01consulting,Kindle Edition,146,2020,,2021/09/20,2021/09/13,,,read,,,,1,0
35356383,"To Shake the Sleeping Self: A Journey from Oregon to Patagonia, and a Quest for a Life with No Regret",Jedidiah Jenkins,"Jenkins, Jedidiah",,"=""1524761389""","=""9781524761387""",0,Convergent Books,Hardcover,336,2018,2018,,2021/07/02,to-read,to-read (#70),to-read,,,,0,0
50250976,The Sovereign Individual: Mastering the Transition to the Information Age,James Dale Davidson,"Davidson, James Dale",William Rees-Mogg,"=""""","=""""",3,Touchstone,Kindle Edition,444,2020,1997,2021/06/20,2020/09/18,,,read,,,,1,0
40017519,The Rational Optimist (P.S.),Matt Ridley,"Ridley, Matt",,"=""""","=""""",4,HarperCollins,Kindle Edition,483,2010,2010,2021/06/20,2020/09/18,,,read,,,,1,0
38390751,The Infinite Game,Simon Sinek,"Sinek, Simon",,"=""073521350X""","=""9780735213500""",3,Portfolio,Hardcover,251,2019,2017,2021/06/20,2020/02/22,,,read,,,,1,0
22736001,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""""","=""""",4,OUP Oxford,Kindle Edition,431,2014,2014,2021/06/20,2020/05/29,,,read,,,,1,0
21463939,What If? 10th Anniversary Edition: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""""","=""""",4,Dey Street Books,Kindle Edition,320,2024,2014,2021/06/20,2020/06/20,,,read,,,,1,0
53407224,The Richest Man in Babylon,George S. Clason,"Clason, George S.",,"=""9895620616""","=""9789895620616""",3,KCP ,Kindle Edition,72,2020,1926,2021/06/20,2020/06/28,,,read,,,,1,0
21901765,The Art of Thinking Clearly,Rolf Dobelli,"Dobelli, Rolf",,"=""0062359800""","=""9780062359803""",4,Harper Paperbacks,Kindle Edition,389,2014,2011,2021/06/20,2020/08/16,,,read,,,,1,0
55382926,Fasting: Fast Track to Fat Loss,Josh Bryant,"Bryant, Josh",Adam benShea,"=""""","=""""",3,,Kindle Edition,62,2020,,2021/06/20,2020/12/19,,,read,,,,1,0
54906250,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""""","=""""",5,Ballantine Books,ebook,549,2021,2021,2021/06/04,2021/06/04,,,read,,,,1,0
8176563,The Bhagavad Gita,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana",,"=""""","=""""",3,,Kindle Edition,185,,-400,2021/05/09,2021/05/09,,,read,,,,1,0
9068044,Social Engineering,Christopher Hadnagy,"Hadnagy, Christopher",,"=""0470639539""","=""9780470639535""",5,John Wiley & Sons,Paperback,410,2010,2010,,2013/10/16,,,read,,,,1,0
40940205,Tribe: On Homecoming and Belonging,Sebastian Junger,"Junger, Sebastian",,"=""""","=""""",4,Twelve,Kindle Edition,182,2016,2016,,2021/04/18,,,read,,,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",5,Crown Currency,Hardcover,195,2014,2014,2017/06/28,2021/02/18,,,read,,,,1,0
25076674,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""""","=""""",5,HarperOne,Kindle Edition,84,2021,1988,2021/02/18,2020/12/27,,,read,,,,1,0
94318,Awareness: The Perils and Opportunities of Reality,Anthony de Mello,"Mello, Anthony de",J. Francis Stroud,"=""0385249373""","=""9780385249379""",5,Image,Paperback,184,1992,1990,2020/08/05,2020/12/02,,,read,,,,1,0
23571774,Just F*ing Demo!: Tactics for Leading Kickass Product Demos,Rob Falcone,"Falcone, Rob",Leo Strupczewski,"=""""","=""""",4,,Kindle Edition,41,2014,2014,2020/11/18,2020/11/05,,,read,,,,1,0
34328871,"Trigger Point Therapy: Stop Muscle & Joint Pain Naturally with Easy to Use Trigger Point Therapy(Myofascial Massage, Deep Tissue Massage, Foam Rolling, Tennis Ball Massage)",Dermot Farrell,"Farrell, Dermot",,"=""""","=""""",4,,Kindle Edition,54,2017,,2020/10/27,2020/10/26,,,read,,,,1,0
26222798,Striking Thoughts: Bruce Lee's Wisdom for Daily Living (Bruce Lee Library),Bruce Lee,"Lee, Bruce",John  Little,"=""1462917925""","=""9781462917921""",4,Tuttle Publishing,Kindle Edition,258,2015,2000,2020/10/17,2020/09/18,,,read,,,,1,0
36277162,"Skin in the Game: Hidden Asymmetries in Daily Life (Incerto, #5)",Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0425284638""","=""9780425284636""",4,Random House,Kindle Edition,254,2018,2018,2020/08/16,2020/08/02,,,read,,,,1,0
45551053,"Buddhism for Beginners: Plain and Simple Guide to Buddhist Philosophy Including Zen Teachings, Tibetan Buddhism, and Mindfulness Meditation",Judith Yandell,"Yandell, Judith",,"=""""","=""""",4,,Kindle Edition,122,2019,,2020/10/12,2020/09/15,,,read,,,,1,0
55148500,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric","Tim Ferriss, Jack Butcher","=""1544514204""","=""""",5,Magrathea Publishing,Kindle Edition,242,2020,2020,2020/10/01,2020/09/25,,,read,,,,1,0
359,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,"Adams, Douglas",,"=""0345455290""","=""9780345455291""",0,Del Rey,Mass Market Paperback,298,2005,2002,,2020/09/18,to-read,to-read (#69),to-read,,,,0,0
596466,"Stick to Drawing Comics, Monkey Brain!",Scott Adams,"Adams, Scott",,"=""1591841852""","=""9781591841852""",0,Penguin Portfolio,Hardcover,356,2007,2007,,2020/09/18,to-read,to-read (#68),to-read,,,,0,0
64582,Chaos: Making a New Science,James Gleick,"Gleick, James",,"=""0140092501""","=""9780140092509""",0,Penguin Group,Paperback,352,1988,1987,,2020/09/18,to-read,to-read (#67),to-read,,,,0,0
8837,"Wind, Sand and Stars",Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Lewis Galantière,"=""0156027496""","=""9780156027496""",0,Mariner Books Classics,Paperback,229,2002,1939,,2020/09/18,to-read,to-read (#66),to-read,,,,0,0
277950,Hagakure: The Book of the Samurai,Yamamoto Tsunetomo,"Tsunetomo, Yamamoto",William Scott Wilson,"=""4770029160""","=""9784770029164""",0,Kodansha USA,Hardcover,192,2002,1716,,2020/09/18,to-read,to-read (#65),to-read,,,,0,0
5805,V for Vendetta,Alan             Moore,"Moore, Alan","David   Lloyd, Steve Whitaker, Siobhan Dodds","=""1401207928""","=""9781401207922""",0,Vertigo,Hardcover,296,2005,1990,,2020/09/18,to-read,to-read (#64),to-read,,,,0,0
79424,"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire",David Deida,"Deida, David",,"=""1591792576""","=""9781591792574""",0,Sounds True,Paperback,202,2004,1997,,2020/09/18,to-read,to-read (#63),to-read,,,,0,0
426504,Ficciones,Jorge Luis Borges,"Borges, Jorge Luis","Anthony Kerrigan, Anthony Bonner","=""0802130305""","=""9780802130303""",0,Grove Press,Paperback,174,1994,1944,,2020/09/18,to-read,to-read (#62),to-read,,,,0,0
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Albert R. Hibbs, Ralph Leighton, Edward Hutchings","=""0393316041""","=""9780393316049""",0,W. W. Norton & Company,Paperback,397,1997,1985,,2020/09/18,to-read,to-read (#61),to-read,,,,0,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",0,Random House Trade Paperbacks,Paperback,368,2005,2001,,2020/09/18,to-read,to-read (#60),to-read,,,,0,0
8527130,Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,"Fisher, Roger","William L. Ury, Bruce Patton","=""0143118757""","=""9780143118756""",3,Penguin Books,Paperback,204,2011,1981,,2020/04/29,,,read,,,,1,0
22596931,"WODs: WODZILLA: The Ultimate WOD Compilation 700+ Cross Training Workouts (Cross Training WOD, Cross Training Bible, Wods, Build Muscle, Fat Loss, Kettlebell ... Home Workout, Bodyweight Training)",Ben Morgan,"Morgan, Ben",,"=""""","=""""",2,,Kindle Edition,168,2014,2014,2020/08/06,2020/06/25,,,read,,,,1,0
20882738,Cross Training WOD Bible: 555 Workouts from Beginner to Ballistic,P. Selter,"Selter, P.",,"=""""","=""""",4,,Kindle Edition,159,2014,2014,2020/08/06,2020/06/19,,,read,,,,1,0
25329850,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,"Munroe, Randall",,"=""0544668251""","=""9780544668256""",4,Dey Street Books,Hardcover,64,2015,2015,2020/08/06,2020/06/11,,,read,,,,1,0
45701625,The Power of Positive Thinking,Norman Vincent Peale,"Peale, Norman Vincent",,"=""9388760913""","=""9789388760911""",2,DIGITAL FIRE,Kindle Edition,316,2019,1952,2020/08/06,2020/07/17,,,read,,,,1,0
43228387,The Simple Six: The Easy Way to Get in Shape and Stay in Shape for the Rest of your Life,Clinton Dobbins,"Dobbins, Clinton",,"=""""","=""""",3,,Kindle Edition,66,2018,2018,2020/08/06,2020/06/12,,,read,,,,1,0
53518978,Time Under Tension: Tactical Training,Josh Bryant,"Bryant, Josh",Adam benShea,"=""""","=""""",4,Back Arms Publications,Kindle Edition,46,2020,,2020/08/06,2020/06/12,,,read,,,,1,0
32919192,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,Robert Wright,"Wright, Robert",,"=""1439195455""","=""9781439195451""",4,Simon & Schuster,Hardcover,336,2017,2017,2020/08/06,2020/06/11,,,read,,,,1,0
22030323,"Bodyweight Training: Bodyweight Cross Training WOD Bible: 220 Travel Friendly Home Workouts (Bodyweight Training, Bodyweight Exercises, Strength Training, ... Bodybuilding, Home Workout, Gymnastics)",P. Selter,"Selter, P.",,"=""""","=""""",4,,Kindle Edition,119,2014,2014,2020/08/06,2020/06/12,,,read,,,,1,0
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,"=""0307353133""","=""9780307353139""",3,Harmony,ebook,308,2007,2007,2020/08/06,2020/03/15,,,read,,,,1,0
11944042,Chanakya Neeti,Ashwini Parashar,"Parashar, Ashwini",,"=""8128400487""","=""9788128400483""",2,Diamond Book,Paperback,200,2011,2009,2020/08/06,2020/02/19,,,read,,,,1,0
234225,Dune (Dune #1),Frank Patrick Herbert,"Herbert, Frank Patrick",,"=""0340839937""","=""9780340839935""",3,Hodder,Paperback,604,2006,1965,,2013/08/23,,,read,,,,1,0
17204679,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Ilse Lasch,"=""""","=""""",5,Beacon Press,Kindle Edition,188,2006,1946,2020/07/30,2020/06/28,,,read,,,,1,0
20360559,The Religion War,Scott Adams,"Adams, Scott",,"=""1449459919""","=""9781449459918""",5,Andrews McMeel Publishing,Kindle Edition,179,2013,2004,2020/07/23,2020/07/06,,,read,,,,1,0
19824756,Open Source Intelligence Techniques: Resources for Searching and Analyzing Online Information,Michael Bazzell,"Bazzell, Michael",,"=""1481282204""","=""9781481282208""",5,CreateSpace Independent Publishing Platform,Paperback,328,2013,2012,,2020/01/07,,,read,,,,1,0
26844576,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo",,"=""0399184430""","=""9780399184437""",3,Riverhead Books,Kindle Edition,92,2016,2014,2020/06/13,2020/06/11,,,read,,,,1,0
53251427,The Code. The Evaluation. The Protocols: Striving to Become an Eminently Qualified Human,Jocko Willink,"Willink, Jocko","Dave Berke, Sarah Armstrong","=""0981618839""","=""9780981618838""",5,Jocko Publishing,Kindle Edition,56,2020,2020,2020/06/14,2020/06/14,,,read,,,,1,0
18848582,The Creature from Jekyll Island: A Second Look at the Federal Reserve,G. Edward Griffin,"Griffin, G. Edward","Peter  Klimon, Carleen Taylor","=""""","=""""",0,"American Media, Inc.",Kindle Edition,808,1994,1994,,2020/06/14,currently-reading,currently-reading (#1),currently-reading,,,,1,0
35691718,Kettlebell Workout: 50 exercises and training plans to sculpt your body,Paul Wolf,"Wolf, Paul",,"=""""","=""""",3,,Kindle Edition,68,2017,,2020/06/12,2020/06/12,,,read,,,,1,0
39103336,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512187""","=""9780525512189""",5,Random House,Kindle Edition,413,2018,2018,2020/06/09,2020/02/17,,,read,,,,1,0
321306,The Macintosh Way,Guy Kawasaki,"Kawasaki, Guy",,"=""0060973382""","=""9780060973384""",4,HarperCollins,Paperback,224,1990,1989,,2020/06/07,,,read,,,,1,0
11732660,Hacking: The Art of Exploitation,Jon Erickson,"Erickson, Jon",,"=""159327338X""","=""9781593273385""",2,"No Starch Press, Inc.",Kindle Edition,815,2010,2003,2020/06/07,2020/06/05,,,read,,,,1,0
32200035,Arrival,Ted Chiang,"Chiang, Ted",,"=""0525433686""","=""9780525433682""",3,Vintage,Kindle Edition,279,2016,2002,2020/06/07,2020/05/19,,,read,,,,1,0
7234685,Understand,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,BBC Radio 7,Audiobook,46,2006,,,2020/06/07,,,read,,,,1,0
29864598,Tower of Babylon,Ted Chiang,"Chiang, Ted",,"=""1101974427""","=""9781101974421""",5,Vintage,Kindle Edition,39,2016,1990,,2020/06/07,,,read,,,,1,0
34943643,"Agency (Jackpot, #2)",William Gibson,"Gibson, William",,"=""1101986956""","=""9781101986950""",3,Berkley Books,Kindle Edition,413,2020,2020,2020/06/07,2020/05/20,,,read,,,,1,0
48637798,Kettlebell Simple & Sinister,Pavel Tsatsouline,"Tsatsouline, Pavel",,"=""""","=""""",2,"StrongFirst, Inc.",Kindle Edition,248,2019,2013,2020/06/07,2020/06/02,,,read,,,,1,0
20371395,God's Debris: A Thought Experiement,Scott Adams,"Adams, Scott",,"=""1449459927""","=""9781449459925""",5,Andrews McMeel Publishing,Kindle Edition,132,2013,2001,2020/05/27,2020/05/27,,,read,,,,1,0
44767458,"Dune (Dune, #1)",Frank Patrick Herbert,"Herbert, Frank Patrick",,"=""059309932X""","=""9780593099322""",4,Ace,Hardcover,658,2019,1965,2020/05/14,2020/04/29,,,read,,,,1,0
39704901,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,Harper,Kindle Edition,455,2017,2015,2020/05/14,2020/02/17,,,read,,,,1,0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",0,Gollancz,Paperback,515,2007,2006,,2020/04/29,to-read,to-read (#59),to-read,,,,0,0
21839527,"Paleo Shopping List: What you need to buy to stay lean, strong, and energetic! (Paleo Recipes Book 1)",Francesca Bianchi,"Bianchi, Francesca",,"=""""","=""""",3,White Owl Publishing,Kindle Edition,30,2014,2014,,2020/04/29,,,read,,,,1,0
228331,Getting Past No: Negotiating in Difficult Situations,William Ury,"Ury, William",,"=""0553371312""","=""9780553371314""",5,Bantam,Paperback,208,1993,1991,,2020/04/29,,,read,,,,1,0
22859583,The Art of War Visualized: The Sun Tzu Classic in Charts and Graphs,Jessica Hagy,"Hagy, Jessica",Sun Tzu,"=""0761182381""","=""9780761182382""",4,Workman Publishing Company,Paperback,256,2015,2015,,2020/04/29,,,read,,,,1,0
32980826,"The Science of Selling: Proven Strategies to Make Your Pitch, Influence Decisions, and Close the Deal",David Hoffeld,"Hoffeld, David",,"=""1101993189""","=""9781101993187""",2,Tarcher,Kindle Edition,287,2016,,,2020/04/29,,,read,,,,1,0
30259511,Technology-as-a-Service Playbook: How to Grow a Profitable Subscription Business,Thomas Lah,"Lah, Thomas",J.B. Wood,"=""098604623X""","=""9780986046230""",3,Point B Inc,Hardcover,349,2016,,,2020/04/29,,,read,,,,1,0
83354,PHILOSOPHERS EXPLORE THE MATRIX,Grau,"Grau, Grau",,"=""0195181077""","=""9780195181074""",4,Oxford University Press,Paperback,351,2005,2005,,2020/04/29,,,read,,,,1,0
38633526,"Vita Nostra (Vita Nostra, #1)",Marina Dyachenko,"Dyachenko, Marina","Sergey Dyachenko, Julia Meitov Hersey","=""0062694596""","=""9780062694591""",0,Harper Voyager,Hardcover,408,2018,2007,,2020/04/29,to-read,to-read (#58),to-read,,,,0,0
13594266,"Becoming a Supple Leopard, 1st Edition: The Ultimate Guide To Resolving Pain Preventing Injury And Opti",Kelly Starrett,"Starrett, Kelly",Glen Cordoza,"=""1936608588""","=""9781936608584""",5,Victory Belt Publishing,Hardcover,400,2013,2013,2013/07/04,2020/04/29,,,read,,,,1,0
36204293,The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future,Andrew   Yang,"Yang, Andrew",,"=""0316414247""","=""9780316414241""",4,Grand Central Publishing,Hardcover,304,2018,2018,,2020/04/24,,,read,,,,1,0
